INTRYO SERVICIOS DE SOFTWARE S.L. L.
IAAS 365 SL.
MB3-GESTION Y ASESORAMIENTO TECNICO 2002 SL
INFORMATICA ASTRON MULTIMEDIA SL
GLOBAL INFOMEDIA SL (EXTINGUIDA)
XTREM INDUSTRIA DE SOFTWARE S.A.
RENACENS SISTEMAS S.L.
PRODUCTOS INFORMATICOS SERVICIOS DIGITALES SL.
SILICE TECNOLOGIA Y SERVICIOS SL
INMOFOCUS SA.
METADATOL SL. (EXTINGUIDA)
GLOBAL PROCESS AND PRODUCT IMPROVEMENT SL.
EXTERNAL CONSULTORIA Y OUTSOURCING SA
MOBBEEL INNOVATION LABS SL.
MOBBEEL SOLUTIONS SL
DESARROLLO EXTREMEÑO DIVISION INFORMATICA SL
HEURISTIC SOLUTIONS SL
ARIADNEX TECNOLOGIA FLEXIBLE SL
METEOESPAÑA SL
ANALISIS Y DESARROLLO DE APLICACIONES Y SISTEMAS INFORMATICOS S.L.
MISTERPLAN SL.
GAE INFORMATICA SA
SOLUCIONES E LEARNING GPL EXTREMADURA SL
BXMART SL.
LANDINGTRACK S.L.
BITTACORA INFORMATICA Y DISEÑO SL L
AZULAE S.L.
INFORMATICA PROFESIONAL EXTREMEÑA SA
BM EXTREMADURA SL
PECES GORDOS ESTUDIO SL.
EFICAE IOTECH S.L.
RESULTO CONSULTORIA S.L.
QUALISYS SOLUCIONES TECNICAS DE LA INFORMACION SLL.
SOLUCIONEX CONSULTORIA Y DESARROLLO SL
ICSOFT INFORMATICA Y COMUNICACIONES SL
DQ-SAT MOBILE SERVICE S.L. (EXTINGUIDA)
AZUANET SOLUCIONES WEB SL
PIXEL RATIO S.L.
AUDITORIA INFORMATICA DEL GAS SL
ACENTEC PROYECTOS INFORMATICOS S.L.
MARDAN BUSINESS SOLUTIONS S.L.
DOSCAR PROGRAMAS Y SISTEMAS SL
REDANDCOM SLL.
AUDITORIZA DIAGNOSTICO DE SISTEMAS SL (EXTINGUIDA)
UNMATERIAL TRENDS S.A.
ORENDA LABORATORIO DE AGUAS SL
SYNAPSE ASESORES INFORMATICOS S.L.
WINDELIVERY SLU (EXTINGUIDA)
ESTUDIO MARKETING ESTRATEGIA DIGITAL SL.
CONSULTING INFORMATICO Y TECNOLOGICO DE EXTREMADURA S.C.
DATA SHIELD PROTECT SL. (EXTINGUIDA)
THE GECO COMPANY S. COOP. ESPECIAL
INVECTREX DIGITAL SL.
3 EME FUSION-GESTION DE ACTIVOS S.COOP. ESP
NETFRITZ SL (EXTINGUIDA)
HIMALAYA COMPUTING SL.
SOLTEL IT SYSTEMS S.L.
VENTUM INNOVACION DESARROLLO Y COMUNICACIONES S.L.
DESTRATEGIAS SL
STA MARTA WIRELESS SL
IGO SOFTWARE SL  (EXTINGUIDA)
TEYBIK SERVICIOS DIGITALES S.L.
WEST BUSINESS INTELLIGENCE SLU
COGNITIVE DATA S.L.
EXTREMADURA NCS S.C.
PROINDATEX S.L.
EMERITA SOLUCIONES DE MOVILIDAD SL  (EXTINGUIDA)
TODO INFORMATICA PLASENCIA S.L.
NOVOTEX CB
CANAL CUBICO SL
INTROWIFI SL.
UNQUIET PIXEL SL
EOZEO SL  (EXTINGUIDA)
AZULAE C.B.
RODAMA SOLUTIONS S.L. (EXTINGUIDA)
CENTRO DE RESPALDO EMPRESARIAL S. COOP. ESPECIAL
SOULTEC INFORMATICA CONSULTORIA DE TECNOLOGIAS DE LA INFORMACION SL.
EMERTEL SOLUTIONS SL
MANTEY AUTOMATION S.L.
MUNDORED S.L.
CERONET-TELEMATICA SL
OPTIMACION TIC DEL TURISMO SL.
PROCESOS COMPUTO MEMORIA CONSULTORES ASESORES SPAIN SL.
BEKYO CONSULTING
INTROWIFI S.C.
ARO COMUNICACIONES SL
NT APLICACIONES 2020 S.L.
GABINETE DE PROYECTOS SOFTWARE SL
PRODIRECT SISTEMAS DE SEGURIDAD S.L.
FNSOFTWARE SOLUCIONES INFORMATICAS S.L.
MARKEXT AI S.L.
VIRAL STUDIOS S.L.
"CRIPTOSASUN ENERGIA, S.L."
NEO SYSTEMS C.B.
PRISMA TECNOLOGIAS INTERACTIVAS SL
SOLUTIONS WEBSITE DESIGN S.L.
BICODICE S.COOP. ESP (EXTINGUIDA)
IDEOWARE SOLUCIONES TECNOLOGICAS S.L.
AR SOLUCIONES Y SERVICIOS EMPRESARIALES SL.
INFORMATICA DE QUINTANA SL
JARASOFT SL
ENIGMIA DIGITAL SL.
EROCA SOLUCIONES INTELIGENTES SL
GESTION AUTONOMA DE SISTEMAS SL.
TICASGEST INFORMATICA Y COMUNICACION S.L.
MICRO BUSINESS SOFTWARE SL (EXTINGUIDA)
SERVILLUERCAS SL.
BROWNIE SERVICIOS INFORMATICOS SL.
SEOIT SOLUCIONES TECNOLOGICAS SL
SMARTUSED SL. (EXTINGUIDA)
CONSULTING Y SOLUCIONES EN ENERGIA S.L.
SEXTANTE GEOSPATIAL SERVICES SL  (EXTINGUIDA)
HURRYAPP SOLUCIONES INTEGRALES DE COMUNICACION S.L.
ALANDRA SERVICIOS TECNOLOGICOS S.L.
INSURGRAM TECHNOLOGY SL. (EXTINGUIDA)
SOCIALPACK S.L.  (EXTINGUIDA)
VIA TECHNOLOGIC CONSULTING SL
PREPARA TEST S.L.
ASESORAMIENTO INFORMATICO SL
INFORMATIZAT S.C.
UNOCEROCERO S.C.
SYMBOLUM C.B.
SST SEGURIDAD Y SERVICIOS TELEMATICOS C.B.
B. 2. B. WEB C.B.
DESARROLLO INFORMATICO PARA EMPRESAS C.B.
PIXEL RATIO S.C.
IMPULSOR DIGITAL ESPJ
TUVIKA C.B.
COMARCALIS C.B.
DATABILIDAD E.S.P.J.
HORIZONT DESIGN ESPJ
TECNOSOPORTE 24 C.B.
MEDIO LOGICO C.B.
NINVUS SOLUTIONS E.S.P.J.
INICIATIVAS WIRIN 90-10 ESPJ
H & C GROUP C.B.
VIRAL GAMING ACADEMYCB
MAXTERSOLUTIONS C.B.
LE PETIT SUCREME C.B.
JAÑEZ C.B.
CANAL INTRO C.B.
PANORAMAWEB C.B.
EIDOS CONSULTORES S.C.
MOARNE ASOCIADOS S.C.
CACERES NCS C.B.
APDALES S.C.
CONTAEXPRESS 88 C.B.
VM CREATIVO ESPJ
S P J ARCONTE E
ROKISA WEB C.B.
PROCESOSS C.B.
G.P.S. CB
SISTEMAS DE INFORMACION TECNOLOGICA C.B.
ERA DIGITAL C.B.
DIWEX C.B.
ATENEA SOFT C.B.
CACERES CENTRO NCS S.C.
CYRUX SERVICIOS INFORMATICOS S.C.
SUNJOB C.B.
EXTREMADURA NCS C.B.
ONDEEM COM
CC SOFT S.C.
BICONS DESARROLLO DIGITAL S.C.
NAVATEL C.B.
BLACKBELL SOLUTIONS C.B.
ERBADULAKE S.C.
JAEPREL SL.
QADESH RECURSOS INFORMATICOS SL
GRUPO CONSULTING-EMERITA S.L.
PERSONIA APPLIED KNOWLEDGE SL. (EXTINGUIDA)
GYSFOR SL
INEDITO GRAFISMO Y MULTIMEDIA SL
ARGUS CONTROL SECURITY SL.
TECNOLOGIAS IMAGINADAS-SISTEMAS Y TECNOLOGIAS DE INFORMACION Y COMUNICACION SL
YOUPOSTY DIGITAL CONTENT SL.
CEREBELUM SL  (EXTINGUIDA)
CLOUDEX S.L.
INTEXMEDIA SL
APLICACIONES Y SISTEMAS ROIZ SL  (EXTINGUIDA)
SERVICIO ELECTRONICO LOCAL SL
WATTUAL SMART ENERGY SOLUTIONS SL.
LUSA MARSALAU S.L.
VOLANS. SERVICIOS DE INFORMATICA Y COMUNICACIONES SL.
JUMPER SOLUCIONES S.L.
REQUERO PUBLICIDAD SERVICIOS INFORMATICOS SL
INFORMATICA CALZADILLA SL
RANPER INFORMATICA SL (EXTINGUIDA)
GALAPERO SL
HISPAWORKS IBERICA TELECOMUNICACIONES SL
VETTONTECH SL.
QUALITY CLOUDWORKS SL.
HERTZIFY SL.
BRIC BUSINESS AND CONSULTING SL
FLYP SOFTWARE S.L.
HIMAR TECHNOLOGY S.L.
EXTREMANET CONSULTORES TECNOLOGICOS SL
SOLUCIONES TECNOLOGICAS TERMOMASS SL.
SISTEMA ETERNS S.L.
IMPLANTACION Y ASESORAMIENTO DE SISTEMAS AGROALIMENTARIOS SL
IVETECH SOLUTIONS SL. (EXTINGUIDA)
NAPPTILUS TECHNOLOGY LABS AMERICA S.L.
INNIZIA INNOVACION S.L. (EXTINGUIDA)
ATODOSOFTWARE SL.
DC SOLUCIONES SAP S.L.
GRUPOMEDIACENTER ARAÑUELO SL.
CORDERO Y CHACON CONSULTORES S.L.
THANKIT SPAIN CONSULTORIA INFORMATICA S.L.
XTREM INDUSTRIA DE SOFTWARE SA - NOVASOFT INGENIER
"SAGRA SISTEMAS, SOCIEDAD LIMITADA."
AUREA CONSULTORES Y ASESORES S.L.
UMAPPI SERVICIOS ONLINE S.L.
PROMO SPORT Y MERCHAN SL.
